Код,"Наименование специальности, направление подготовки",Уровень образования,Реализуемые формы обучения,Описание ООП,Учебный план,Аннотации рабочих программ дисциплин с приложением копий,Календарный учебный график,Методические и иные документы,Информации о практиках,Использование электронного обучения
33.06.01,"Фармация (направленность ""Организация фармацевтического дела"")",высшее образование – подготовка кадров высшей квалификации,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1363950/%D0%9E%D0%9E%D0%9F%2012.00.04%20-%202020-21%20%D0%9E%D1%87%D0%BD%D0%B0%D1%8F.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПервый методический документВторой методический документТретий методический документ,Практики,Да
33.06.01,"Фармация (направленность ""Фармакология, клиническая фармакология"")",высшее образование – подготовка кадров высшей квалификации,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1322529/%D0%9E%D0%9E%D0%9F_%D0%B0%D1%81%D0%BF%D0%B8%D1%80%D0%B0%D0%BD%D1%82%D1%83%D1%80%D0%B0_%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5_%D0%BD%D0%B0%D1%83%D0%BA%D0%B8_%D0%B8_%D1%80%D0%B5%D0%B3%D0%B8%D0%BE%D0%BD%D0%BE%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5-2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПервый методический документВторой методический документТретий методический документ,Нет,Да
33.06.01,"Фармация (направленность ""Фармацевтическая химия, фармакогнозия"")",высшее образование – подготовка кадров высшей квалификации,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1354871/%D0%9E%D0%9E%D0%9F%2044.06.01%20%D0%97%D0%9E%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПОЛОЖЕНИЕ О НАУЧНЫХ ИССЛЕДОВАНИЯХ АСПИРАНТОВ ВОРОНЕЖСКОГО...Методическое пособие   по организации  самостоятельной...,Практики,Да
33.06.01,"Фармация (направленность ""Фармацевтическая химия, фармакогнозия"")",высшее образование – подготовка кадров высшей квалификации,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1354842/44.06.01%20%D0%9E%D0%B1%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20%D0%B8%20%D0%BF%D0%B5%D0%B4.%20%D0%BD%D0%B0%D1%83%D0%BA%D0%B8_%D0%9E%D0%B1%D1%89.%20%D0%BF%D0%B5%D0%B4%D0%B0%D0%B3%D0%BE%D0%B3%D0%B8%D0%BA%D0%B0%2C%20%D0%B8%D1%81%D1%82.%20%D0%BF%D0%B5%D0%B4%D0%B0%D0%B3%D0%BE%D0%B3%D0%B8%D0%BA%D0%B8%20%D0%B8%20%D0%BE%D0%B1%D1%80-%D1%8F_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D0%A4%D0%98%D0%9F%D0%A1%D0%98_2019.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИА,Практики,Да
38.06.01,"Экономика (направленность ""Экономика и управление народным хозяйством (по отраслям и сферам …)"")",высшее образование – подготовка кадров высшей квалификации,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1349111/%D0%9E%D0%9E%D0%9F_%D0%90%D1%81%D0%BF_45.06.01_%D0%96%D1%83%D1%80%D0%BD_2020_%D0%97%D0%9E_%D0%A4%D0%93%D0%9E%D0%A13%20.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПоложение ГИА Университета_аспирПоложение о начно-исслед семинаре аспирантовПоложение по практикам аспир,Практики,Нет
38.06.01,"Экономика (направленность ""Экономика и управление народным хозяйством (по отраслям и сферам …)"")",высшее образование – подготовка кадров высшей квалификации,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1349054/%D0%9E%D0%9E%D0%9F_%D0%90%D1%81%D0%BF_45.06.01_%D0%96%D1%83%D1%80%D0%BD_2020_%D0%94%D0%9E_%D0%A4%D0%93%D0%9E%D0%A13%20.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПоложение ГИА Университета_аспирПоложение о начно-исслед семинаре аспирантовПоложение по практикам аспир,Практики,Нет
40.06.01,"Юриспруденция (направленность ""Гражданский процесс; арбитражный процесс"")",высшее образование – подготовка кадров высшей квалификации,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1364206/45.06.01_%D0%AF%D0%B7._%D0%B8_%D0%BB%D0%B8%D1%82-%D0%B2%D0%B5%D0%B4._%D0%B7%D0%B0%D1%80.%20%D0%BB%D0%B8%D1%82._%D0%97%D0%90%D0%9E%D0%A7%D0%9D%D0%90%D0%AF_2020-2021%20%281%29.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПоложение о научных исследованияхПоложение о научно-исследовательском семинаре,Практики,Да
40.06.01,"Юриспруденция (направленность ""Гражданский процесс; арбитражный процесс"")",высшее образование – подготовка кадров высшей квалификации,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1364365/45.06.01_%D0%AF%D0%B7._%D0%B8_%D0%BB%D0%B8%D1%82-%D0%B2%D0%B5%D0%B4._%D0%B7%D0%B0%D1%80.%20%D0%BB%D0%B8%D1%82_%D0%9E%D0%A7%D0%9D%D0%90%D0%AF_2020-2021.pdf,Уч. план ООП,Аннотация к ООП,Нет,Положение о ГИАПоложение о научных исследованияхПоложение о научно-исследовательском семинаре,Практики,Да
40.06.01,"Юриспруденция (направленность ""Конституционное право; конституционный судебный процесс; муницип…"")",высшее образование – подготовка кадров высшей квалификации,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1364336/45.06.01_%D0%AF%D0%B7._%D0%B8_%D0%BB%D0%B8%D1%82-%D0%B2%D0%B5%D0%B4._%D0%A0%D1%83%D1%81_%D0%BB%D0%B8%D1%82_%D0%97%D0%90%D0%9E%D0%A7%D0%9D%D0%90%D0%AF_2020-2021.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПоложение о научно-исследовательском семинаре аспирантовПоложение о научных исследованиях аспирантов,Практики,Да
40.06.01,"Юриспруденция (направленность ""Конституционное право; конституционный судебный процесс; муницип…"")",высшее образование – подготовка кадров высшей квалификации,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1364394/45.06.01_%D0%AF%D0%B7._%D0%B8_%D0%BB%D0%B8%D1%82-%D0%B2%D0%B5%D0%B4._%D0%A0%D1%83%D1%81_%D0%BB%D0%B8%D1%82_%D0%9E%D0%A7%D0%9D%D0%90%D0%AF_2020-2021.pdf,Нет,Аннотация к АОП,Нет,Положение о ГИА,Практики,Да
40.06.01,"Юриспруденция (направленность ""Криминалистика; судебно-экспертная деятельность; оперативно-розыск…"")",высшее образование – подготовка кадров высшей квалификации,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1364271/45.06.01_%D0%AF%D0%B7._%D0%B8_%D0%BB%D0%B8%D1%82-%D0%B2%D0%B5%D0%B4._%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%B9_%D1%8F%D0%B7%D1%8B%D0%BA_%D0%97%D0%90%D0%9E%D0%A7%D0%9D%D0%90%D0%AF_2020-2021.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПоложение о научно-исследовательском семинаре аспирантовПоложение о научных исследованиях аспирантов,Практики,Да
40.06.01,"Юриспруденция (направленность ""Криминалистика; судебно-экспертная деятельность; оперативно-розыск…"")",высшее образование – подготовка кадров высшей квалификации,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1364447/45.06.01_%D0%AF%D0%B7._%D0%B8_%D0%BB%D0%B8%D1%82-%D0%B2%D0%B5%D0%B4._%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%B9_%D1%8F%D0%B7%D1%8B%D0%BA_%D0%9E%D0%A7%D0%9D%D0%90%D0%AF_2020-2021.pdf,Нет,Аннотация к АОП,Нет,Положение о ГИА,Практики,Да
40.06.01,"Юриспруденция (направленность ""Международное и европейское право"")",высшее образование – подготовка кадров высшей квалификации,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1324077/%D0%9E%D0%9E%D0%9F_46.06.01_%D0%98%D1%81%D1%82%20%D0%BD%D0%B0%D1%83%D0%BA%D0%B8%20%D0%B8%20%D0%B0%D1%80%D1%85%D0%B5%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F_%D0%90%D1%80%D1%85%D0%B5%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F_%D0%B7%D0%B0%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_2020.pdf,Нет,Аннотация к ООП,Нет,Положение о ГИАПервый методический документ,Практики,Да
40.06.01,"Юриспруденция (направленность ""Международное и европейское право"")",высшее образование – подготовка кадров высшей квалификации,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1350791/%D0%9E%D0%9E%D0%9F_46.06.01_%D0%98%D1%81%D1%82%20%D0%BD%D0%B0%D1%83%D0%BA%D0%B8%20%D0%B8%20%D0%B0%D1%80%D1%85%D0%B5%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F_%D0%90%D1%80%D1%85%D0%B5%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_2020.pdf,Нет,Аннотация к АОП,Нет,Положение о ГИАПервый методический документ,Практики,Да
40.06.01,"Юриспруденция (направленность ""Международное и европейское право"")",высшее образование – подготовка кадров высшей квалификации,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1358812/47.06.01_%D0%A4%D0%B8%D0%BB%D0%BE%D1%81%D0%BE%D1%84%D0%B8%D1%8F%2C%20%D1%8D%D1%82%D0%B8%D0%BA%D0%B0%20%D0%B8%20%D1%80%D0%B5%D0%BB%D0%B8%D0%B3-%D0%B5_%D0%9E%D0%BD%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F%20%D0%B8%20%D1%82%D0%B5%D0%BE%D1%80%D0%B8%D1%8F%20%D0%BF%D0%BE%D0%B7%D0%BD%D0%B0%D0%BD%D0%B8%D1%8F_%D0%B7%D0%B0%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D0%A4%D0%98%D0%9F%D0%A1%D0%98_2018_%D0%9E%D0%9E%D0%9F.pdf,Нет,Аннотация к ООП,Нет,Положение о ГИАПервый методический документ,Практики,Да
40.06.01,"Юриспруденция (направленность ""Международное и европейское право"")",высшее образование – подготовка кадров высшей квалификации,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1358841/47.06.01_%D0%A4%D0%B8%D0%BB%D0%BE%D1%81%D0%BE%D1%84%D0%B8%D1%8F%2C%20%D1%8D%D1%82%D0%B8%D0%BA%D0%B0%20%D0%B8%20%D1%80%D0%B5%D0%BB%D0%B8%D0%B3-%D0%B5_%D0%9E%D0%BD%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F%20%D0%B8%20%D1%82%D0%B5%D0%BE%D1%80%D0%B8%D1%8F%20%D0%BF%D0%BE%D0%B7%D0%BD%D0%B0%D0%BD%D0%B8%D1%8F_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D0%A4%D0%98%D0%9F%D0%A1%D0%98_2020_%D0%9E%D0%9E%D0%9F.pdf,Нет,Аннотация к АОП,Нет,Положение о ГИАПервый методический документ,Практики,Да
40.06.01,"Юриспруденция (направленность ""Теория и история права и государства: история учений о праве и государстве"")",высшее образование – подготовка кадров высшей квалификации,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1357573/47.06.01%20%D0%9E%D0%9E%D0%9F%20%D0%A4%D0%B8%D0%BB%D0%BE%D1%81%D0%BE%D1%84%D0%B8%D1%8F%2C%D1%8D%D1%82%D0%B8%D0%BA%D0%B0%20%D0%B8%20%D1%80%D0%B5%D0%BB%D0%B8%D0%B3%D0%B8%D0%BE%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5_%D0%A1%D0%BE%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D1%84%D0%B8%D0%BB%D0%BE%D1%81%D0%BE%D1%84%D0%B8%D1%8F%20_%D0%B7%D0%B0%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D0%A4%D0%A4%D0%9F_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПоложение о научных исследованиях аспирантовПоложение о научно-исследовательском семинаре аспирантов,Практики,Да
